编号,图标预览,中文名,英文名,图标来源,图标集,场景章节,隐喻含义,建议用法,中文关键词,英文关键词,所在PPT页码,所在PPT分类,Office改色状态,授权提示
TRAIN-053,,学习徽章·协同,AwardBadgeWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,勋章+绶带象征学习成就（协同变体）,用于积分徽章、学习成就（协同场景）,徽章 / 勋章 / 成就 / 协同,"badge, award, medal, withperson",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-054,,学习徽章·智能,AwardBadgeSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,勋章+绶带象征学习成就（智能变体）,用于积分徽章、学习成就（智能场景）,徽章 / 勋章 / 成就 / 智能,"badge, award, medal, smart",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-055,,考核试卷,ExamPaper,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核,用于测验、考核、问卷,试卷 / 考核 / 测验,"exam, test, quiz",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-056,,考核试卷·已验证,ExamPaperVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核（已验证变体）,用于测验、考核、问卷（已验证场景）,试卷 / 考核 / 测验 / 已验证,"exam, test, quiz, verified",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-057,,考核试卷·新增,ExamPaperAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核（新增变体）,用于测验、考核、问卷（新增场景）,试卷 / 考核 / 测验 / 新增,"exam, test, quiz, add",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-058,,考核试卷·重点,ExamPaperFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核（重点变体）,用于测验、考核、问卷（重点场景）,试卷 / 考核 / 测验 / 重点,"exam, test, quiz, featured",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-059,,考核试卷·协同,ExamPaperWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核（协同变体）,用于测验、考核、问卷（协同场景）,试卷 / 考核 / 测验 / 协同,"exam, test, quiz, withperson",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-060,,考核试卷·智能,ExamPaperSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,试卷+选项象征考核（智能变体）,用于测验、考核、问卷（智能场景）,试卷 / 考核 / 测验 / 智能,"exam, test, quiz, smart",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-061,,小组学习,GroupStudy,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习,用于小组讨论、共学,小组 / 团队 / 共学,"group, team, study",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-062,,小组学习·已验证,GroupStudyVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习（已验证变体）,用于小组讨论、共学（已验证场景）,小组 / 团队 / 共学 / 已验证,"group, team, study, verified",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-063,,小组学习·新增,GroupStudyAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习（新增变体）,用于小组讨论、共学（新增场景）,小组 / 团队 / 共学 / 新增,"group, team, study, add",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-064,,小组学习·重点,GroupStudyFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习（重点变体）,用于小组讨论、共学（重点场景）,小组 / 团队 / 共学 / 重点,"group, team, study, featured",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-065,,小组学习·协同,GroupStudyWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习（协同变体）,用于小组讨论、共学（协同场景）,小组 / 团队 / 共学 / 协同,"group, team, study, withperson",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-066,,小组学习·智能,GroupStudySmart,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,三人头像象征团队学习（智能变体）,用于小组讨论、共学（智能场景）,小组 / 团队 / 共学 / 智能,"group, team, study, smart",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-067,,脑力,Brain,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维,用于学习、思考、AI 训练,大脑 / 思维 / 脑力,"brain, mind, thinking",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-068,,脑力·已验证,BrainVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维（已验证变体）,用于学习、思考、AI 训练（已验证场景）,大脑 / 思维 / 脑力 / 已验证,"brain, mind, thinking, verified",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-069,,脑力·新增,BrainAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维（新增变体）,用于学习、思考、AI 训练（新增场景）,大脑 / 思维 / 脑力 / 新增,"brain, mind, thinking, add",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-070,,脑力·重点,BrainFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维（重点变体）,用于学习、思考、AI 训练（重点场景）,大脑 / 思维 / 脑力 / 重点,"brain, mind, thinking, featured",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-071,,脑力·协同,BrainWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维（协同变体）,用于学习、思考、AI 训练（协同场景）,大脑 / 思维 / 脑力 / 协同,"brain, mind, thinking, withperson",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-072,,脑力·智能,BrainSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,大脑剪影象征思维（智能变体）,用于学习、思考、AI 训练（智能场景）,大脑 / 思维 / 脑力 / 智能,"brain, mind, thinking, smart",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-073,,成长萌芽,Seedling,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长,用于新人成长、能力萌芽,成长 / 萌芽 / 新人,"seedling, grow, sprout",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-074,,成长萌芽·已验证,SeedlingVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长（已验证变体）,用于新人成长、能力萌芽（已验证场景）,成长 / 萌芽 / 新人 / 已验证,"seedling, grow, sprout, verified",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-075,,成长萌芽·新增,SeedlingAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长（新增变体）,用于新人成长、能力萌芽（新增场景）,成长 / 萌芽 / 新人 / 新增,"seedling, grow, sprout, add",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-076,,成长萌芽·重点,SeedlingFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长（重点变体）,用于新人成长、能力萌芽（重点场景）,成长 / 萌芽 / 新人 / 重点,"seedling, grow, sprout, featured",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-077,,成长萌芽·协同,SeedlingWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长（协同变体）,用于新人成长、能力萌芽（协同场景）,成长 / 萌芽 / 新人 / 协同,"seedling, grow, sprout, withperson",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-078,,成长萌芽·智能,SeedlingSmart,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,新芽象征成长（智能变体）,用于新人成长、能力萌芽（智能场景）,成长 / 萌芽 / 新人 / 智能,"seedling, grow, sprout, smart",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-079,,知识树,KnowledgeTree,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,树状结构象征知识体系,用于课程体系、能力树,知识树 / 课程体系 / 能力树,"tree, skill-tree, syllabus",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-080,,知识树·已验证,KnowledgeTreeVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,树状结构象征知识体系（已验证变体）,用于课程体系、能力树（已验证场景）,知识树 / 课程体系 / 能力树 / 已验证,"tree, skill-tree, syllabus, verified",8,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-081,,知识树·新增,KnowledgeTreeAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,树状结构象征知识体系（新增变体）,用于课程体系、能力树（新增场景）,知识树 / 课程体系 / 能力树 / 新增,"tree, skill-tree, syllabus, add",9,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
TRAIN-082,,知识树·重点,KnowledgeTreeFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,02_员工培训辅导,树状结构象征知识体系（重点变体）,用于课程体系、能力树（重点场景）,知识树 / 课程体系 / 能力树 / 重点,"tree, skill-tree, syllabus, featured",9,02_员工培训辅导,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-001,,对话双方,ChatPair,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通,用于在线客服、IM对话,对话 / 聊天 / 沟通,"chat, messaging, im",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-002,,对话双方·已验证,ChatPairVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通（已验证变体）,用于在线客服、IM对话（已验证场景）,对话 / 聊天 / 沟通 / 已验证,"chat, messaging, im, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-003,,对话双方·新增,ChatPairAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通（新增变体）,用于在线客服、IM对话（新增场景）,对话 / 聊天 / 沟通 / 新增,"chat, messaging, im, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-004,,对话双方·协同,ChatPairWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通（协同变体）,用于在线客服、IM对话（协同场景）,对话 / 聊天 / 沟通 / 协同,"chat, messaging, im, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-005,,对话双方·关怀,ChatPairCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通（关怀变体）,用于在线客服、IM对话（关怀场景）,对话 / 聊天 / 沟通 / 关怀,"chat, messaging, im, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-006,,对话双方·定时,ChatPairScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,两个气泡象征双向沟通（定时变体）,用于在线客服、IM对话（定时场景）,对话 / 聊天 / 沟通 / 定时,"chat, messaging, im, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-007,,电话呼出,PhoneCall,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通,用于呼出、电销、客服,电话 / 呼出 / 话务,"call, phone, voice",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-008,,电话呼出·已验证,PhoneCallVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通（已验证变体）,用于呼出、电销、客服（已验证场景）,电话 / 呼出 / 话务 / 已验证,"call, phone, voice, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-009,,电话呼出·新增,PhoneCallAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通（新增变体）,用于呼出、电销、客服（新增场景）,电话 / 呼出 / 话务 / 新增,"call, phone, voice, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-010,,电话呼出·协同,PhoneCallWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通（协同变体）,用于呼出、电销、客服（协同场景）,电话 / 呼出 / 话务 / 协同,"call, phone, voice, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-011,,电话呼出·关怀,PhoneCallCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通（关怀变体）,用于呼出、电销、客服（关怀场景）,电话 / 呼出 / 话务 / 关怀,"call, phone, voice, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-012,,电话呼出·定时,PhoneCallScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,听筒象征电话沟通（定时变体）,用于呼出、电销、客服（定时场景）,电话 / 呼出 / 话务 / 定时,"call, phone, voice, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-013,,邮件信封,Envelope,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达,用于邮件营销、通知,邮件 / 信封 / EDM,"mail, email, envelope",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-014,,邮件信封·已验证,EnvelopeVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达（已验证变体）,用于邮件营销、通知（已验证场景）,邮件 / 信封 / EDM / 已验证,"mail, email, envelope, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-015,,邮件信封·新增,EnvelopeAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达（新增变体）,用于邮件营销、通知（新增场景）,邮件 / 信封 / EDM / 新增,"mail, email, envelope, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-016,,邮件信封·协同,EnvelopeWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达（协同变体）,用于邮件营销、通知（协同场景）,邮件 / 信封 / EDM / 协同,"mail, email, envelope, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-017,,邮件信封·关怀,EnvelopeCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达（关怀变体）,用于邮件营销、通知（关怀场景）,邮件 / 信封 / EDM / 关怀,"mail, email, envelope, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-018,,邮件信封·定时,EnvelopeScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,信封象征邮件触达（定时变体）,用于邮件营销、通知（定时场景）,邮件 / 信封 / EDM / 定时,"mail, email, envelope, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-019,,短信,SmsMessage,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息,用于短信、IM 通知,短信 / 消息 / SMS,"sms, message, text",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-020,,短信·已验证,SmsMessageVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息（已验证变体）,用于短信、IM 通知（已验证场景）,短信 / 消息 / SMS / 已验证,"sms, message, text, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-021,,短信·新增,SmsMessageAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息（新增变体）,用于短信、IM 通知（新增场景）,短信 / 消息 / SMS / 新增,"sms, message, text, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-022,,短信·协同,SmsMessageWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息（协同变体）,用于短信、IM 通知（协同场景）,短信 / 消息 / SMS / 协同,"sms, message, text, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-023,,短信·关怀,SmsMessageCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息（关怀变体）,用于短信、IM 通知（关怀场景）,短信 / 消息 / SMS / 关怀,"sms, message, text, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-024,,短信·定时,SmsMessageScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,气泡+省略号象征短消息（定时变体）,用于短信、IM 通知（定时场景）,短信 / 消息 / SMS / 定时,"sms, message, text, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-025,,视频通话,VideoCall,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议,用于视频会议、远程沟通,视频 / 通话 / 会议,"video, call, meeting",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-026,,视频通话·已验证,VideoCallVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议（已验证变体）,用于视频会议、远程沟通（已验证场景）,视频 / 通话 / 会议 / 已验证,"video, call, meeting, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-027,,视频通话·新增,VideoCallAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议（新增变体）,用于视频会议、远程沟通（新增场景）,视频 / 通话 / 会议 / 新增,"video, call, meeting, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-028,,视频通话·协同,VideoCallWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议（协同变体）,用于视频会议、远程沟通（协同场景）,视频 / 通话 / 会议 / 协同,"video, call, meeting, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-029,,视频通话·关怀,VideoCallCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议（关怀变体）,用于视频会议、远程沟通（关怀场景）,视频 / 通话 / 会议 / 关怀,"video, call, meeting, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-030,,视频通话·定时,VideoCallScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,摄像机外形象征视频会议（定时变体）,用于视频会议、远程沟通（定时场景）,视频 / 通话 / 会议 / 定时,"video, call, meeting, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-031,,客服耳机,Headset,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席,用于客服中心、坐席,客服 / 耳机 / 坐席,"headset, support, agent",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-032,,客服耳机·已验证,HeadsetVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席（已验证变体）,用于客服中心、坐席（已验证场景）,客服 / 耳机 / 坐席 / 已验证,"headset, support, agent, verified",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-033,,客服耳机·新增,HeadsetAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席（新增变体）,用于客服中心、坐席（新增场景）,客服 / 耳机 / 坐席 / 新增,"headset, support, agent, add",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-034,,客服耳机·协同,HeadsetWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席（协同变体）,用于客服中心、坐席（协同场景）,客服 / 耳机 / 坐席 / 协同,"headset, support, agent, withperson",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-035,,客服耳机·关怀,HeadsetCare,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席（关怀变体）,用于客服中心、坐席（关怀场景）,客服 / 耳机 / 坐席 / 关怀,"headset, support, agent, care",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
CUST-036,,客服耳机·定时,HeadsetScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,03_客户沟通触达,耳麦象征客服坐席（定时变体）,用于客服中心、坐席（定时场景）,客服 / 耳机 / 坐席 / 定时,"headset, support, agent, scheduled",11,03_客户沟通触达,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
